0.053108688	0.084718563	0.015959807	0.026897155	0.101758510	0.040354405	0.033039663	0.077240154	0.076205432	0.086444922	0.059718825	0.040061068	0.049632780	0.079061061	0.133571997	0.042226929	0.031033499	0.043994933	0.015483934	0.075236991	0.108996794	0.039600544	0.031471826	0.080806695	0.080140315	0.073710807	0.076231293	0.053022083	0.046271976	0.125794753	0.068370178	0.049833421	0.034024976	0.053886786	0.016214840	0.041326828	0.124346517	0.053720966	0.033849072	0.083064891	0.068420991	0.092182793	0.059081830	0.048741713	0.075737946	0.085361034	0.078543328	0.051495533	0.019209832	0.037861519	0.015594638	0.028410777	0.101459906	0.024267092	0.099053264	0.134587049	0.054646913	0.073498569	0.060267393	0.094034851	0.027656088	0.073223971	0.063847452	0.092380561	0.130405501	0.064946502	0.109100662	0.122031838	0.106112495	0.086783141	0.020420505	0.149613246	0.131336153	0.079249993	
0.073576108	0.087776244	0.016469583	0.027617790	0.095878117	0.038255602	0.029767258	0.084961645	0.074234061	0.084672838	0.063045681	0.038354564	0.041982926	0.077533141	0.126486003	0.039388496	0.030917553	0.041899193	0.017002039	0.072785273	0.105647363	0.036422398	0.034221716	0.092672512	0.077385262	0.067926899	0.081634052	0.056578036	0.043380156	0.120918833	0.067269847	0.053338818	0.032214943	0.049054019	0.017408771	0.044319849	0.123807989	0.052745406	0.032863036	0.093696170	0.066843621	0.079848938	0.062622212	0.051775403	0.079473071	0.094873473	0.067586213	0.050866835	0.019227441	0.039191693	0.015869386	0.029517116	0.099203996	0.025237614	0.101521358	0.136116803	0.055267427	0.073701620	0.060797993	0.092864178	0.028590199	0.073506422	0.065410614	0.083976232	0.128316864	0.064935662	0.106456928	0.123381570	0.106058851	0.091043778	0.021050941	0.151575774	0.129771456	0.077408090	
0.069836691	0.096717834	0.015670115	0.024882466	0.095940448	0.039372846	0.028919591	0.080207363	0.070896201	0.083423764	0.060156081	0.037443105	0.045438144	0.074683487	0.137252778	0.039159086	0.030681618	0.043531977	0.018165648	0.055589527	0.110600442	0.040059485	0.035302769	0.109193265	0.074207924	0.069345824	0.069954820	0.054194257	0.055413868	0.113680825	0.068157956	0.051919755	0.029322373	0.045850229	0.016884308	0.041791249	0.116735697	0.050558977	0.032064009	0.121807583	0.066854738	0.079420693	0.059231319	0.048560817	0.079272464	0.094749302	0.067244336	0.049651865	0.018456375	0.035011314	0.014225115	0.025801212	0.105411984	0.022412822	0.097330973	0.131106123	0.053137507	0.070640825	0.057786826	0.101449914	0.025196461	0.068111725	0.059852697	0.114068188	0.127373308	0.064945318	0.105708219	0.120690197	0.104816228	0.090897240	0.020854967	0.156883433	0.126287505	0.081543490	
0.079187855	0.085211180	0.016498262	0.027185978	0.093879618	0.036794089	0.030487426	0.078663975	0.074844584	0.079975873	0.063204050	0.037310783	0.043098893	0.078781016	0.135022789	0.039853610	0.031326815	0.042590126	0.015271712	0.075766899	0.107872248	0.040640183	0.036243796	0.079861768	0.076851316	0.074722640	0.072165623	0.055596612	0.048004307	0.120445557	0.070916586	0.051723823	0.030640133	0.046495173	0.016684992	0.046020556	0.118930370	0.050465427	0.035811037	0.091985926	0.068283178	0.083029516	0.060262408	0.052526660	0.081185438	0.095835634	0.069880411	0.051963143	0.018415811	0.039166078	0.015804727	0.029245548	0.097783484	0.024494678	0.098912306	0.129397869	0.054766256	0.075374849	0.061432272	0.092602082	0.027735384	0.073967189	0.065020360	0.095881157	0.128378853	0.064955026	0.106096603	0.123364165	0.105268896	0.094261393	0.019786045	0.149263397	0.130201206	0.078424342	
0.061542269	0.088637359	0.016017592	0.025976731	0.098114915	0.039437871	0.031638600	0.077778496	0.073868848	0.083102919	0.059980255	0.039355911	0.047485162	0.076659948	0.139303073	0.041100051	0.030837987	0.044725142	0.016586499	0.056888454	0.110591881	0.043695726	0.032945521	0.098340921	0.072014779	0.080409616	0.068774663	0.049244776	0.066204526	0.112877160	0.066939428	0.048922986	0.032245297	0.045737829	0.017410895	0.046781603	0.115219273	0.043906655	0.034197472	0.107448526	0.069150880	0.075605176	0.064346679	0.052939542	0.070919871	0.106121853	0.067605689	0.050362770	0.019758033	0.037380993	0.014946599	0.028266679	0.108190179	0.024262913	0.089328595	0.119992509	0.056438565	0.076635122	0.061958745	0.096714266	0.027198929	0.074058734	0.064559899	0.100309312	0.127651408	0.063575566	0.106639400	0.124135710	0.106077924	0.085499898	0.020663951	0.154854894	0.131842852	0.079058491	
0.037993204	0.051173493	0.017103644	0.046198264	0.110506296	0.041337404	0.032951184	0.107404672	0.069384135	0.079699337	0.064336888	0.050158825	0.062364340	0.106716163	0.073645607	0.049026553	0.034997962	0.032828789	0.014371051	0.053575542	0.107222728	0.036052264	0.045370623	0.067738138	0.091021456	0.085199587	0.075059667	0.059627466	0.037615128	0.096238069	0.096500695	0.066580802	0.036620088	0.050060272	0.017772131	0.032437902	0.136046395	0.050490204	0.031233560	0.054269355	0.073583238	0.112548888	0.056462903	0.061733883	0.070357271	0.061976284	0.099592969	0.054814652	0.029556025	0.043913256	0.017076276	0.047139697	0.113380149	0.038271099	0.042789500	0.105540462	0.069129966	0.078681789	0.062902942	0.059454527	0.056979861	0.107275635	0.069557637	0.058351163	0.129084483	0.056316778	0.115072913	0.120057486	0.105587654	0.069790646	0.028260957	0.152127683	0.145338655	0.078362733	
0.065009393	0.100021005	0.015821604	0.024483541	0.097169027	0.039555758	0.029825512	0.078621566	0.068454996	0.082336918	0.059420861	0.038419433	0.045259289	0.073152423	0.143040270	0.039408393	0.030026753	0.045396145	0.016695151	0.049703449	0.113454290	0.045954291	0.034023691	0.108724721	0.067635603	0.083079666	0.064385563	0.048672482	0.072107702	0.101689585	0.068714589	0.049736299	0.029705973	0.043739062	0.017960429	0.044649251	0.116966069	0.045809846	0.034082785	0.125911698	0.068421595	0.076677725	0.062148143	0.054066211	0.064103596	0.091031581	0.072178349	0.052547675	0.018618938	0.035104129	0.014311218	0.026226483	0.105037808	0.022417421	0.100813836	0.124274373	0.053589318	0.071743444	0.058875047	0.102986224	0.025323434	0.069155075	0.060332470	0.111190870	0.128667548	0.064131647	0.107154466	0.121247798	0.105319247	0.085621469	0.020681489	0.158035487	0.126780659	0.082360156	
0.061313748	0.101069301	0.015957169	0.024172788	0.098559953	0.039138079	0.031464934	0.074944444	0.065199688	0.079126611	0.058142729	0.038776711	0.046256233	0.072672538	0.153057128	0.040148016	0.030948849	0.045941047	0.016975675	0.047848497	0.113645583	0.044704240	0.033686910	0.121062964	0.066248387	0.080301315	0.063777313	0.049046729	0.068349764	0.098486528	0.068969339	0.050006788	0.031946838	0.045950063	0.018510563	0.049128268	0.116589762	0.038632929	0.035715099	0.113291129	0.069210939	0.074944519	0.066467069	0.055501018	0.061459694	0.102523834	0.068976209	0.051152065	0.019002711	0.035200268	0.013907162	0.026648492	0.107332349	0.022864597	0.095955551	0.115890265	0.054952901	0.074172467	0.060141426	0.102684170	0.025652308	0.070059009	0.061348569	0.114187799	0.126589090	0.063505381	0.106411420	0.120724455	0.107291609	0.084404901	0.019835062	0.158022001	0.133330941	0.079885133	
0.056963045	0.073743038	0.016558968	0.034711730	0.101720020	0.039605409	0.032836061	0.098977789	0.073324047	0.085834652	0.069465965	0.045992956	0.040039517	0.081758961	0.106108256	0.042359598	0.030917257	0.041041754	0.016805980	0.065632991	0.109784789	0.037551429	0.034358971	0.091027491	0.082416065	0.069538891	0.076898567	0.057781156	0.042899448	0.116417401	0.071130477	0.055797391	0.030098584	0.048780330	0.016814671	0.039202210	0.130333677	0.061101180	0.030829603	0.086860977	0.067633957	0.085871421	0.057741478	0.048318852	0.093529649	0.081651561	0.069455281	0.051776536	0.021738127	0.038931794	0.016170520	0.030365985	0.111213326	0.026494777	0.079449110	0.135380417	0.058199778	0.074643441	0.059605911	0.087413572	0.031297337	0.075458989	0.067228578	0.086408339	0.129294440	0.062805697	0.109508306	0.124167420	0.104332827	0.085026622	0.023860410	0.152568370	0.131509334	0.076926611	
0.076266341	0.088461384	0.016493345	0.027055938	0.095265955	0.038512483	0.029294845	0.081655696	0.074380778	0.084381737	0.062522948	0.037876461	0.043877751	0.077908881	0.127157196	0.038888283	0.029676551	0.041737016	0.016123062	0.076561168	0.106352292	0.034934439	0.034358904	0.081754453	0.084761657	0.069034681	0.079174623	0.060316063	0.038360085	0.125696272	0.066757314	0.054401405	0.031991985	0.046895642	0.016251117	0.047891032	0.120912999	0.052200347	0.036513776	0.079673178	0.067836478	0.086534880	0.060978189	0.051962718	0.082002461	0.095525555	0.071929760	0.050899871	0.019393109	0.039974496	0.016032513	0.030824862	0.101192884	0.026204113	0.086811505	0.131895080	0.056674801	0.076618724	0.062584825	0.088076875	0.029500648	0.076315217	0.065993510	0.091906831	0.128777713	0.063305259	0.106837004	0.122988760	0.105576448	0.092688799	0.020814903	0.148568451	0.132720232	0.077722497	
